,id,N,P,K,temperature,humidity,ph,rainfall,crop,crop_code,depto_code,id_depto,departamento_colombia,zona_vida,temperature_min,temperature_max,rainfall_min,rainfall_max,Longitud,Latitud
407,408,38,55,19,"33,18","38,23","5,87","198,83",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
408,409,35,58,20,"29,39","63,48","5,76","900,542",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
409,410,38,61,21,"30,27","67,39","4,70","127,777",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
410,411,33,58,24,"35,46","68,76","5,27","108,633",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
411,412,16,56,17,"33,80","40,03","7,45","176,617",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
412,413,31,72,17,"28,69","49,47","5,83","963,622",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
413,414,16,80,20,"31,24","56,67","7,34","122,015",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
414,415,27,72,17,"28,98","57,23","6,35","120,744",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
415,416,40,62,19,"27,32","34,14","4,70","965,152",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
416,417,18,58,16,"21,48","38,80","4,96","180,382",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
417,418,3,68,16,"18,32","34,70","4,97","107,472",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
418,419,26,67,24,"36,98","37,74","5,64","161,481",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
419,420,16,70,20,"24,81","40,12","5,61","121,564",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
420,421,24,63,19,"19,35","55,97","4,68","194,592",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
421,422,9,76,25,"28,88","50,12","5,71","179,216",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
422,423,16,55,19,"19,54","47,19","6,41","192,437",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
423,424,28,75,21,"24,77","50,55","6,01","114,282",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
424,425,16,71,24,"18,33","38,41","4,95","139,648",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
425,426,24,70,21,"19,15","45,37","5,52","132,775",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
426,427,38,72,21,"28,23","49,44","5,90","186,501",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
427,428,9,66,21,"30,12","34,13","5,72","157,086",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
428,429,34,56,17,"33,41","35,43","4,55","139,67",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
429,430,1,76,19,"24,19","46,69","6,67","177,338",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
430,431,6,69,19,"26,89","41,70","4,75","944,675",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
431,432,26,73,21,"31,33","57,97","4,95","161,782",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
432,433,27,61,18,"33,31","67,08","5,27","108,509",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
433,434,27,71,23,"23,45","46,49","7,11","150,871",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
434,435,36,61,21,"34,54","39,05","5,62","168,595",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
435,436,17,73,18,"19,50","34,51","5,63","197,375",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
436,437,26,72,22,"28,77","37,58","4,68","917,208",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
437,438,17,64,16,"30,98","32,25","7,16","180,717",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
438,439,14,74,19,"18,40","36,83","6,63","931,233",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
439,440,39,60,15,"35,09","30,99","5,00","116,911",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
440,441,6,66,15,"34,93","30,40","6,35","159,265",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
441,442,8,59,18,"29,51","35,72","6,22","187,896",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
442,443,2,67,18,"34,52","47,53","5,92","129,006",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
443,444,1,76,17,"28,43","52,10","6,01","147,041",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
444,445,16,73,19,"18,42","34,81","4,68","163,275",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
445,446,23,75,25,"31,08","47,20","7,08","913,126",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
446,447,32,70,20,"20,89","46,25","6,21","195,57",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
447,448,28,59,22,"30,91","52,80","7,05","170,992",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
448,449,5,62,23,"27,94","66,46","4,72","145,373",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
449,450,36,67,25,"35,95","36,53","6,42","136,046",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
450,451,1,66,23,"19,54","56,93","4,80","173,169",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
451,452,24,73,20,"19,64","32,32","4,61","176,413",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
452,453,17,67,18,"31,22","56,47","5,61","129,203",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
453,454,5,55,18,"33,51","45,71","7,32","126,674",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
454,455,5,56,24,"24,81","45,01","5,02","188,493",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
455,456,37,77,17,"36,21","31,95","5,62","191,066",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
456,457,13,73,20,"30,50","35,49","5,39","162,593",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
457,458,6,63,23,"26,02","49,95","5,91","160,334",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
458,459,16,77,22,"31,49","35,64","6,57","100,547",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
459,460,25,64,20,"33,15","32,46","4,81","105,038",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
460,461,34,75,24,"23,50","51,29","4,76","192,302",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
461,462,20,77,23,"34,87","38,84","5,18","148,25",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
462,463,35,80,25,"28,09","44,93","4,90","197,114",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
463,464,14,75,24,"24,55","57,34","6,44","118,361",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
464,465,36,80,21,"33,65","48,42","7,07","100,467",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
465,466,7,77,18,"20,56","60,55","6,66","191,09",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
466,467,29,78,25,"19,96","59,33","5,98","195,787",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
467,468,30,60,21,"28,88","62,49","5,46","182,269",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
468,469,20,74,16,"36,04","43,61","4,76","159,894",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
469,470,19,57,23,"23,67","47,29","7,34","141,125",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
470,471,3,60,19,"25,75","40,72","4,82","100,779",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
471,472,5,77,19,"31,09","66,69","6,24","175,93",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
472,473,5,68,20,"18,73","61,33","5,00","139,871",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
473,474,37,73,21,"29,50","63,47","5,56","189,521",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
474,475,9,59,24,"20,44","39,37","4,75","137,228",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
475,476,20,72,15,"36,00","56,01","7,31","134,86",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
476,477,31,56,23,"31,47","35,40","5,66","174,572",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
477,478,0,70,21,"36,30","56,03","4,67","101,607",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
478,479,21,74,15,"29,49","67,11","6,47","153,25",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
479,480,13,67,18,"30,58","34,76","5,39","177,576",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
480,481,27,74,20,"24,70","59,97","5,86","919,579",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
481,482,29,72,24,"23,17","36,68","6,96","162,593",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
482,483,5,68,20,"19,04","33,11","6,12","155,371",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
483,484,39,57,19,"29,32","45,93","6,42","165,411",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
484,485,22,62,16,"34,65","54,32","4,83","180,901",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
485,486,18,55,23,"22,00","56,31","6,99","136,827",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
486,487,39,77,21,"23,00","60,24","4,60","159,689",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
487,488,13,75,20,"30,56","35,29","6,98","178,9",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
488,489,27,71,24,"31,46","48,18","7,07","165,405",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
489,490,26,64,22,"25,95","40,58","5,17","109,182",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
490,491,23,55,16,"21,01","69,69","5,11","185,204",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
491,492,4,69,19,"19,25","47,70","5,37","149,063",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
492,493,20,67,19,"19,25","50,55","5,67","180,647",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
493,494,7,74,17,"22,47","62,57","5,67","967,471",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
494,495,17,64,18,"36,75","58,26","6,08","124,603",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
495,496,35,71,17,"29,89","66,35","6,93","198,14",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
496,497,11,72,22,"29,38","44,82","6,84","172,402",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
497,498,20,60,22,"29,65","42,90","6,88","186,923",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
498,499,10,71,18,"19,54","66,35","6,15","173,111",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
499,500,33,61,24,"20,05","48,94","4,57","122,456",pigeonpeas,5,9,9,Atlántico,Matorral tropical,18,32,400,1000,"-74,96619347","10,67712202"
500,501,3,49,18,"27,91","64,71","3,69","326,789",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
501,502,22,59,23,"27,32","51,28","4,37","365,038",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
502,503,36,58,25,"28,66","59,32","8,40","369,263",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
503,504,4,43,18,"29,03","61,09","8,84","729,802",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
504,505,29,54,16,"27,78","54,65","8,15","320,503",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
505,506,32,43,22,"32,00","54,11","5,27","716,267",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
506,507,14,55,15,"27,34","55,28","8,05","734,478",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
507,508,5,35,20,"28,93","53,57","9,68","663,563",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
508,509,25,57,24,"27,66","58,60","6,98","369,426",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
509,510,11,53,24,"28,52","55,77","7,39","613,294",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
510,511,40,49,17,"31,02","45,89","6,69","535,678",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
511,512,38,56,25,"25,74","45,39","7,88","674,349",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
512,513,27,43,23,"31,70","56,85","5,88","449,432",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
513,514,24,38,22,"24,48","58,52","8,20","349,693",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
514,515,23,45,21,"31,47","51,80","8,99","744,433",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
515,516,29,57,20,"25,61","50,73","5,88","533,925",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
516,517,31,35,23,"30,30","47,18","7,71","680,404",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
517,518,0,55,25,"28,18","43,67","4,52","457,817",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
518,519,7,45,22,"25,51","44,83","9,93","743,264",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
519,520,17,58,25,"31,13","43,59","6,46","327,674",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
520,521,11,44,17,"26,34","55,59","8,02","351,051",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
521,522,22,49,22,"28,24","61,56","3,71","726,667",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
522,523,9,51,19,"27,05","49,33","5,49","482,521",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
523,524,28,48,15,"25,16","55,25","9,25","408,973",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
524,525,26,50,19,"27,32","51,67","6,01","325,592",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
525,526,36,56,20,"25,41","49,67","7,44","318,742",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
526,527,8,60,18,"31,22","46,02","3,81","531,205",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
527,528,24,37,21,"30,57","58,23","5,82","627,48",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
528,529,22,43,24,"25,43","53,22","4,52","461,937",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
529,530,36,43,24,"27,09","43,65","3,51","415,375",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
530,531,22,44,24,"24,31","56,33","6,03","589,954",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
531,532,17,43,22,"30,06","45,90","5,50","410,551",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
532,533,8,45,15,"28,10","60,98","4,61","338,411",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
533,534,7,56,23,"26,34","40,01","5,55","555,043",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
534,535,36,57,16,"28,61","57,14","8,29","570,289",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
535,536,11,45,19,"28,70","44,36","3,83","441,162",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
536,537,6,36,22,"24,22","59,79","8,87","422,478",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
537,538,17,57,20,"28,51","45,20","3,79","661,761",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
538,539,4,47,20,"25,98","64,96","4,19","721,925",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
539,540,9,49,16,"30,89","41,37","7,66","550,538",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
540,541,25,51,24,"25,50","61,67","9,39","650,798",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
541,542,36,44,21,"25,13","51,33","4,52","384,868",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
542,543,21,38,20,"27,11","63,57","5,79","622,028",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
543,544,37,57,20,"31,10","44,82","7,35","707,993",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
544,545,32,48,18,"26,46","56,40","5,99","641,617",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
545,546,29,44,20,"30,04","63,56","8,62","318,319",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
546,547,25,51,18,"27,78","54,82","9,46","502,844",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
547,548,10,44,24,"30,99","43,02","8,03","582,76",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
548,549,23,35,18,"26,49","47,37","5,41","369,936",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
549,550,9,60,23,"31,97","57,17","6,28","642,552",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
550,551,3,58,21,"25,36","46,83","9,16","556,052",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
551,552,22,42,22,"25,54","56,97","7,89","484,68",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
552,553,12,39,21,"28,99","62,86","8,18","704,713",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
553,554,39,36,22,"29,34","60,50","9,07","340,334",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
554,555,32,41,16,"28,64","61,40","7,70","685,488",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
555,556,30,41,15,"24,83","44,17","5,89","520,811",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
556,557,19,36,22,"25,45","58,55","6,17","570,483",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
557,558,4,46,15,"31,01","62,40","3,51","637,719",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
558,559,21,39,20,"27,06","52,30","7,39","607,458",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
559,560,35,57,25,"27,10","42,26","8,34","711,271",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
560,561,22,55,24,"28,57","57,31","8,66","645,303",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
561,562,35,51,17,"28,80","49,84","3,56","408,553",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
562,563,17,56,17,"27,94","45,41","5,96","696,629",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
563,564,28,57,17,"30,48","61,58","9,42","618,663",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
564,565,22,36,16,"30,58","50,77","8,18","645,856",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
565,566,11,41,19,"26,86","41,81","5,13","441,383",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
566,567,38,38,18,"26,31","61,19","6,29","357,34",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
567,568,23,37,24,"28,78","44,23","7,99","339,583",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
568,569,25,35,20,"28,90","43,35","8,92","719,002",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
569,570,40,45,20,"29,38","57,70","6,88","383,43",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
570,571,23,58,19,"24,17","58,25","5,24","591,895",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
571,572,2,56,23,"26,65","59,79","7,55","369,185",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
572,573,3,56,17,"28,20","53,51","8,71","521,358",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
573,574,26,51,25,"28,77","52,63","7,79","552,161",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
574,575,39,42,20,"29,35","61,25","8,06","408,284",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
575,576,27,59,20,"28,01","52,61","4,40","360,12",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
576,577,24,45,19,"26,86","48,83","5,95","347,426",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
577,578,7,40,17,"31,21","40,93","8,53","537,877",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
578,579,15,45,23,"24,20","61,43","7,22","460,204",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
579,580,26,52,23,"29,99","49,60","4,93","529,293",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
580,581,20,45,16,"29,94","54,62","4,63","454,367",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
581,582,34,54,24,"31,21","41,56","5,03","688,014",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
582,583,19,51,25,"26,81","48,24","3,53","438,78",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
583,584,29,41,21,"31,49","62,85","8,87","645,681",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
584,585,20,50,22,"31,00","46,43","9,41","383,16",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
585,586,11,40,23,"29,61","63,05","5,80","501,978",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
586,587,15,54,15,"29,98","57,03","8,36","448,605",mothbeans,6,7,7,Nariño,Matorral tropical,20,35,200,800,"-77,87056598","1,572202121"
